phase,score_m_pH_sol,score_r_pH_sol,score_m_Permeabilite,score_r_Permeabilite,score_m_Matiere_organique,score_r_Matiere_organique,score_m_Carbone_organique,score_r_Carbone_organique,score_m_Plomb_sol,score_r_Plomb_sol,score_m_Cadmium_sol,score_r_Cadmium_sol,score_m_Mercure_sol,score_r_Mercure_sol,score_m_Arsenic_sol,score_r_Arsenic_sol,score_m_Chrome_sol,score_r_Chrome_sol,score_m_Cuivre_sol,score_r_Cuivre_sol,score_m_Zinc_sol,score_r_Zinc_sol,score_m_Nickel_sol,score_r_Nickel_sol,score_m_Azote_total_sol,score_r_Azote_total_sol,score_m_Phosphore_total_sol,score_r_Phosphore_total_sol,etendue,duree,avg_score_m,avg_score_r,max_score_m,max_score_r,pct_score2_m,pct_score2_r,pct_score0_m,pct_score0_r,n_params,value_initial,impact_apprehende,sensitivity,intensity_class,importance,importance_relative
PRE_construction,0,0,2,2,1,1,1,2,2,2,0,2,1,1,0,2,2,0,0,1,0,1,1,1,2,0,0,0,Ponctuelle,Moyenne,0.857143,1.071429,2,2,0.2857,0.3571,0.4286,0.2857,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,1,0,1,0,0,0,2,0,2,1,2,0,0,0,0,2,2,2,1,0,1,2,2,1,0,1,1,0,Locale,Longue,1.071429,0.642857,2,2,0.3571,0.2143,0.2857,0.5714,14,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,2,1,0,2,1,0,0,2,0,0,1,2,1,1,1,1,0,2,0,1,2,0,1,2,1,0,Ponctuelle,Courte,0.785714,1.0,2,2,0.1429,0.3571,0.3571,0.3571,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,2,1,0,0,1,1,0,1,2,2,0,0,2,2,0,2,1,0,0,2,1,0,2,2,1,0,2,0,Régionale,Longue,1.0,0.928571,2,2,0.3571,0.3571,0.3571,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,2,0,0,0,0,1,1,1,2,0,0,0,1,0,1,2,2,2,0,0,0,0,1,2,0,1,0,1,Nationale,Moyenne,0.714286,0.714286,2,2,0.2143,0.2143,0.5,0.5,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,0,0,1,2,2,0,2,2,1,2,2,0,2,0,0,2,0,0,2,1,1,0,2,0,2,1,2,0,Locale,Moyenne,1.357143,0.714286,2,2,0.5714,0.2857,0.2143,0.5714,14,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,2,0,2,1,0,1,2,1,0,2,1,2,1,1,2,0,1,2,2,1,2,1,1,2,0,1,2,2,Ponctuelle,Courte,1.285714,1.214286,2,2,0.5,0.3571,0.2143,0.1429,14,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
PRE_construction,2,0,0,0,1,1,1,0,1,2,0,2,1,0,1,1,1,2,0,2,0,0,2,2,0,0,1,1,Locale,Moyenne,0.785714,0.928571,2,2,0.1429,0.3571,0.3571,0.4286,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,0,0,0,1,0,1,0,2,0,1,0,0,1,2,0,0,0,0,2,2,1,2,0,0,0,2,1,Locale,Moyenne,0.928571,0.357143,2,2,0.3571,0.0714,0.4286,0.7143,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,0,0,1,0,1,0,2,1,0,2,2,2,0,1,1,1,1,2,2,1,1,2,1,2,1,0,Locale,Longue,0.928571,1.0,2,2,0.2143,0.3571,0.2857,0.3571,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,1,0,0,1,1,1,1,2,0,0,1,2,1,1,1,0,2,0,2,0,2,2,2,1,2,0,0,Régionale,Longue,0.714286,1.142857,2,2,0.2143,0.3571,0.5,0.2143,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
PRE_construction,1,0,2,0,1,2,1,1,1,0,0,1,0,1,2,2,2,0,2,1,0,2,2,0,2,0,2,2,Locale,Moyenne,1.285714,0.857143,2,2,0.5,0.2857,0.2143,0.4286,14,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,1,0,1,1,2,1,1,0,2,1,2,0,2,1,2,2,0,1,0,1,0,2,0,0,2,2,Locale,Longue,1.071429,0.857143,2,2,0.4286,0.2143,0.3571,0.3571,14,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,2,0,2,0,1,0,0,2,2,1,1,2,0,0,0,0,2,1,0,2,1,1,1,2,2,1,1,Régionale,Moyenne,0.857143,1.071429,2,2,0.2857,0.3571,0.4286,0.2857,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,0,1,0,2,0,0,0,0,0,0,2,1,1,0,2,1,2,2,1,1,2,2,1,0,1,0,0,1,Locale,Longue,0.857143,0.785714,2,2,0.2857,0.2143,0.4286,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,1,2,0,0,2,0,0,0,0,1,2,0,0,1,2,0,1,0,0,0,1,1,1,2,1,0,1,0,Nationale,Longue,0.857143,0.5,2,2,0.2143,0.1429,0.3571,0.6429,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,1,1,2,0,0,0,1,1,1,0,2,0,0,1,0,2,0,2,0,0,2,2,2,0,2,0,0,2,Régionale,Courte,0.928571,0.785714,2,2,0.3571,0.2857,0.4286,0.5,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,1,2,1,1,1,2,0,1,2,1,0,Régionale,Moyenne,0.714286,0.571429,2,2,0.1429,0.1429,0.4286,0.5714,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,1,2,1,0,2,0,0,2,1,1,0,0,0,2,0,1,0,0,2,1,1,1,0,0,0,0,2,0,Nationale,Courte,0.714286,0.714286,2,2,0.2143,0.2143,0.5,0.5,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,1,1,2,0,0,0,0,0,2,0,1,0,2,1,1,1,0,2,0,1,1,1,2,0,1,1,2,0,Nationale,Longue,1.071429,0.571429,2,2,0.3571,0.0714,0.2857,0.5,14,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Exploitation,2,0,1,2,0,1,2,1,0,1,2,1,1,0,0,0,2,1,2,0,0,2,2,0,2,0,1,0,Nationale,Longue,1.214286,0.642857,2,2,0.5,0.1429,0.2857,0.5,14,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Exploitation,0,0,0,2,1,0,2,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Régionale,Moyenne,0.571429,0.571429,2,2,0.1429,0.1429,0.5714,0.5714,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,2,0,0,0,0,2,0,2,2,2,0,0,2,0,2,1,0,2,0,0,1,0,1,0,0,0,1,0,Locale,Moyenne,0.785714,0.642857,2,2,0.2857,0.2857,0.5,0.6429,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,1,2,0,2,2,1,1,1,0,1,0,0,0,2,2,1,2,0,1,0,0,1,0,1,2,2,1,1,Régionale,Moyenne,0.857143,1.071429,2,2,0.2857,0.2857,0.4286,0.2143,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
PRE_construction,2,2,0,2,2,0,2,2,0,2,1,1,2,2,2,0,2,1,1,0,1,2,2,0,0,0,0,1,Ponctuelle,Moyenne,1.214286,1.071429,2,2,0.5,0.4286,0.2857,0.3571,14,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Realisation,1,2,0,0,0,1,0,2,1,0,0,1,2,0,0,0,1,0,2,1,1,2,0,0,0,0,2,2,Régionale,Longue,0.714286,0.785714,2,2,0.2143,0.2857,0.5,0.5,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,0,1,0,0,1,0,2,2,0,0,1,1,2,1,1,0,2,2,1,0,0,2,0,2,2,0,1,2,Nationale,Longue,0.928571,0.928571,2,2,0.2857,0.3571,0.3571,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,2,1,1,0,2,2,2,1,0,2,2,0,2,0,2,0,1,0,0,2,2,1,1,1,1,1,2,1,Régionale,Longue,1.428571,0.857143,2,2,0.5714,0.2143,0.1429,0.3571,14,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Demantelement,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,2,1,0,0,1,Ponctuelle,Longue,0.285714,0.785714,1,2,0.0,0.3571,0.7143,0.5714,14,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,2,0,0,1,0,0,0,0,2,0,0,1,2,1,2,0,1,0,0,2,1,0,2,2,2,1,1,Ponctuelle,Moyenne,0.642857,1.071429,2,2,0.1429,0.4286,0.5,0.3571,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,2,0,0,2,2,1,1,0,2,0,2,1,0,0,0,1,0,0,2,2,0,0,1,1,1,0,1,2,Ponctuelle,Longue,1.0,0.714286,2,2,0.3571,0.2143,0.3571,0.5,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,2,1,1,1,0,0,1,0,1,2,2,1,0,0,0,0,2,2,0,0,0,2,2,0,1,1,0,Ponctuelle,Longue,0.714286,0.857143,2,2,0.2143,0.2857,0.5,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,2,1,0,0,2,1,0,0,1,0,0,1,1,2,2,1,0,0,2,0,0,2,1,2,1,0,2,1,Régionale,Longue,1.0,0.785714,2,2,0.3571,0.2143,0.3571,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,2,1,0,2,0,1,0,2,1,1,0,1,Nationale,Moyenne,0.571429,0.714286,2,2,0.2143,0.2143,0.6429,0.5,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,0,2,2,0,1,2,0,1,2,1,2,2,0,0,1,1,1,2,0,2,0,2,0,0,2,0,1,Locale,Moyenne,1.214286,0.857143,2,2,0.5,0.2857,0.2857,0.4286,14,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,2,2,0,0,2,0,0,2,0,2,2,2,2,Locale,Courte,0.642857,1.0,2,2,0.2857,0.4286,0.6429,0.4286,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,0,2,2,1,0,1,0,1,0,0,2,2,1,0,1,0,1,0,1,2,0,0,2,0,0,1,1,Ponctuelle,Moyenne,0.714286,0.785714,2,2,0.2143,0.2143,0.5,0.4286,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,0,1,1,1,2,1,2,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,1,0,1,Nationale,Moyenne,0.571429,0.785714,2,2,0.0714,0.2143,0.5,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,2,2,0,0,1,0,2,2,1,0,2,0,2,2,0,0,1,1,0,2,2,1,1,0,2,0,0,1,Ponctuelle,Longue,1.142857,0.785714,2,2,0.4286,0.2857,0.2857,0.5,14,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Demantelement,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,0,1,0,Locale,Courte,0.571429,0.428571,2,2,0.1429,0.0714,0.5714,0.6429,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,0,2,0,0,1,0,2,1,2,2,0,0,0,0,0,0,2,0,2,1,2,2,1,1,2,1,0,1,Locale,Longue,1.0,0.785714,2,2,0.4286,0.2143,0.4286,0.4286,14,Moyenne,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,0,1,2,2,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,2,Nationale,Courte,0.571429,0.714286,2,2,0.1429,0.1429,0.5714,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,1,0,1,0,0,1,2,0,0,2,1,2,1,2,2,0,2,2,0,2,2,1,2,1,0,0,0,2,Locale,Courte,1.0,1.071429,2,2,0.3571,0.4286,0.3571,0.3571,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
PRE_construction,0,0,2,1,1,1,2,0,1,1,2,0,2,1,0,0,1,2,0,0,0,1,0,2,1,2,0,1,Ponctuelle,Longue,0.857143,0.857143,2,2,0.2857,0.2143,0.4286,0.3571,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,1,0,1,0,0,2,0,0,1,1,1,2,2,1,0,0,2,0,1,1,1,1,2,2,0,0,Locale,Moyenne,0.857143,0.785714,2,2,0.2143,0.2143,0.3571,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,0,0,0,2,1,2,0,0,2,1,0,1,2,1,0,0,0,0,0,1,0,1,1,0,2,2,Régionale,Courte,0.714286,0.928571,2,2,0.2857,0.2857,0.5714,0.3571,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,1,0,0,0,0,0,1,2,0,1,0,2,2,2,1,0,1,2,1,2,2,1,2,0,2,0,1,Ponctuelle,Courte,0.857143,1.0,2,2,0.3571,0.2857,0.5,0.2857,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,1,0,2,2,1,0,2,1,1,1,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,2,2,Ponctuelle,Courte,0.785714,0.785714,2,2,0.2143,0.2143,0.4286,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,2,2,2,0,1,0,0,2,2,0,2,2,2,0,1,0,2,1,1,1,2,1,0,0,2,1,1,Régionale,Moyenne,0.714286,1.428571,2,2,0.2143,0.5714,0.5,0.1429,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,0,2,1,0,0,0,2,1,0,1,2,0,1,1,0,0,2,1,0,2,0,1,0,0,1,1,1,1,Nationale,Courte,0.714286,0.785714,2,2,0.2143,0.1429,0.5,0.3571,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,2,2,0,2,0,0,2,0,2,1,0,1,1,2,1,2,2,2,0,2,0,1,2,1,1,1,2,1,Régionale,Courte,1.071429,1.285714,2,2,0.4286,0.4286,0.3571,0.1429,14,Forte,Moyenne,FORTE,FORTE,Majeure,Moyenne
Realisation,1,2,0,0,1,0,0,2,0,1,1,2,2,1,1,2,2,1,2,1,1,1,0,0,0,1,0,1,Ponctuelle,Moyenne,0.785714,1.071429,2,2,0.2143,0.2857,0.4286,0.2143,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,1,1,0,0,2,2,2,2,2,2,0,0,1,0,1,2,1,0,2,1,0,0,0,1,1,2,0,2,Locale,Courte,0.928571,1.071429,2,2,0.2857,0.4286,0.3571,0.3571,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Demantelement,2,2,0,0,0,0,1,1,1,0,2,0,0,2,0,2,1,0,0,0,2,1,2,1,2,1,0,1,Ponctuelle,Longue,0.928571,0.785714,2,2,0.3571,0.2143,0.4286,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,2,1,0,1,1,2,2,0,0,1,2,0,1,2,2,0,0,0,1,1,1,1,1,2,2,0,2,Ponctuelle,Longue,0.785714,1.214286,2,2,0.2143,0.4286,0.4286,0.2143,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,1,2,2,0,2,2,0,0,2,1,2,0,1,2,1,1,0,1,0,1,0,0,1,2,2,2,0,0,Nationale,Courte,1.0,1.0,2,2,0.3571,0.3571,0.3571,0.3571,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,1,0,2,0,1,2,1,1,1,2,0,2,0,0,1,0,0,2,2,2,2,0,2,2,2,0,1,2,Régionale,Moyenne,1.142857,1.071429,2,2,0.3571,0.5,0.2143,0.4286,14,Forte,Moyenne,FORTE,FORTE,Majeure,Majeure
Realisation,0,2,0,0,1,2,2,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,1,Ponctuelle,Moyenne,0.5,0.714286,2,2,0.1429,0.1429,0.6429,0.4286,14,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,1,2,0,1,1,1,0,0,0,2,1,1,2,1,1,0,1,2,2,1,1,1,1,0,0,1,0,2,Locale,Courte,0.785714,1.071429,2,2,0.1429,0.2857,0.3571,0.2143,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Realisation,2,0,0,0,2,1,2,1,1,0,1,0,1,0,0,0,2,1,2,1,2,0,1,2,0,1,1,2,Ponctuelle,Courte,1.214286,0.642857,2,2,0.4286,0.1429,0.2143,0.5,14,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,2,2,1,2,0,0,0,1,0,1,0,0,1,0,2,1,2,0,2,0,1,0,0,0,2,1,2,Ponctuelle,Moyenne,0.571429,1.071429,2,2,0.1429,0.4286,0.5714,0.3571,14,Moyenne,Faible,FAIBLE,FORTE,Mineure,Mineure
Exploitation,1,0,0,1,2,2,0,0,0,2,2,2,0,0,0,0,2,0,0,1,1,2,1,1,2,0,2,2,Locale,Moyenne,0.928571,0.928571,2,2,0.3571,0.3571,0.4286,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,1,2,0,1,0,Locale,Courte,0.714286,0.428571,2,1,0.2143,0.0,0.5,0.5714,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,1,1,1,1,0,2,0,0,1,2,0,2,2,Nationale,Moyenne,1.142857,0.928571,2,2,0.5,0.3571,0.3571,0.4286,14,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,1,2,0,1,0,0,1,2,2,1,1,2,1,2,1,1,1,1,2,1,0,0,0,2,1,2,2,2,Locale,Moyenne,0.928571,1.357143,2,2,0.2143,0.5,0.2857,0.1429,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,0,2,0,2,1,1,2,1,0,0,1,1,1,1,2,2,2,1,1,0,0,2,0,0,0,0,0,2,Ponctuelle,Longue,0.714286,1.071429,2,2,0.2143,0.3571,0.5,0.2857,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,0,1,0,2,0,2,2,0,0,0,2,1,1,0,0,0,1,0,0,1,1,2,0,2,0,2,2,2,Locale,Moyenne,0.642857,1.071429,2,2,0.2143,0.4286,0.5714,0.3571,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,2,0,1,2,0,0,1,0,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,Régionale,Longue,1.357143,1.285714,2,2,0.4286,0.5,0.0714,0.2143,14,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Exploitation,2,1,1,0,2,1,1,1,1,0,2,2,1,1,2,0,2,1,0,0,1,1,2,1,0,0,1,0,Locale,Longue,1.285714,0.642857,2,2,0.4286,0.0714,0.1429,0.4286,14,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,2,0,2,0,0,2,2,1,0,0,1,0,1,1,1,0,0,2,1,0,0,0,1,1,2,0,0,Régionale,Moyenne,0.5,0.928571,2,2,0.1429,0.2857,0.6429,0.3571,14,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,2,0,2,0,2,1,1,0,1,0,1,2,1,2,1,2,1,1,0,0,1,0,2,2,0,2,Régionale,Longue,1.142857,0.857143,2,2,0.2857,0.3571,0.1429,0.5,14,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,2,1,0,0,0,0,1,1,1,1,1,2,0,0,2,1,2,2,0,1,2,2,2,2,0,0,1,2,Régionale,Longue,1.0,1.071429,2,2,0.3571,0.3571,0.3571,0.2857,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
PRE_construction,0,0,0,0,2,0,1,0,2,1,2,2,2,2,1,0,0,1,1,1,0,1,1,2,0,1,0,0,Locale,Courte,0.857143,0.785714,2,2,0.2857,0.2143,0.4286,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,0,0,0,2,2,0,2,1,1,1,2,0,1,1,2,0,0,1,2,2,2,0,0,2,2,2,2,Locale,Moyenne,0.857143,1.285714,2,2,0.2857,0.5714,0.4286,0.2857,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,1,0,0,0,2,2,1,0,1,0,2,0,1,2,1,0,2,0,1,1,2,0,2,0,1,0,0,0,Nationale,Moyenne,1.214286,0.357143,2,2,0.3571,0.1429,0.1429,0.7857,14,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,0,1,0,0,2,2,1,0,1,0,2,0,2,1,1,1,1,1,0,0,0,2,2,2,0,0,1,Nationale,Moyenne,0.857143,0.928571,2,2,0.2857,0.2857,0.4286,0.3571,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,0,2,0,1,0,2,0,1,2,2,1,1,1,2,2,2,0,1,0,1,0,2,1,1,1,1,0,1,Locale,Moyenne,0.571429,1.428571,2,2,0.1429,0.4286,0.5714,0.0,14,Moyenne,Faible,FAIBLE,FORTE,Mineure,Mineure
Demantelement,0,2,0,0,1,1,0,1,0,0,0,2,1,1,0,1,0,1,1,0,0,0,1,0,1,2,0,1,Locale,Longue,0.357143,0.857143,1,2,0.0,0.2143,0.6429,0.3571,14,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,0,0,0,0,2,0,0,1,2,0,2,1,2,0,0,0,2,0,1,1,2,0,1,0,2,0,1,Régionale,Moyenne,0.214286,1.214286,1,2,0.0,0.5,0.7857,0.2857,14,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
Realisation,2,1,1,0,2,1,1,1,2,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,2,0,1,1,Régionale,Longue,0.928571,0.571429,2,2,0.2857,0.0714,0.3571,0.5,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,2,1,0,0,1,0,1,2,0,2,2,2,0,1,1,0,0,1,0,0,0,2,2,1,2,0,2,0,Régionale,Moyenne,0.928571,0.857143,2,2,0.3571,0.2857,0.4286,0.4286,14,Moyenne,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2,2,1,2,1,2,1,2,0,0,1,0,Nationale,Longue,0.785714,0.714286,2,2,0.0714,0.2857,0.2857,0.5714,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,1,0,0,0,1,1,0,2,0,1,1,0,1,2,0,2,1,0,2,1,1,1,2,0,2,2,2,Régionale,Moyenne,1.0,1.0,2,2,0.3571,0.2857,0.3571,0.2857,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,2,1,2,0,1,0,0,1,1,1,1,0,2,0,0,0,2,2,2,2,2,2,0,1,0,1,1,1,Régionale,Longue,1.142857,0.857143,2,2,0.4286,0.2143,0.2857,0.3571,14,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,0,0,1,0,2,2,1,0,2,1,0,1,2,2,1,0,0,0,0,2,2,1,2,2,2,0,0,0,Régionale,Courte,1.071429,0.785714,2,2,0.4286,0.2857,0.3571,0.5,14,Forte,Moyenne,FORTE,FAIBLE,Majeure,Moyenne
Realisation,0,1,2,0,0,0,1,2,2,2,1,0,1,0,0,1,2,2,1,0,2,1,2,0,0,2,0,2,Régionale,Longue,1.0,0.928571,2,2,0.3571,0.3571,0.3571,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,0,1,0,0,0,2,1,0,0,1,0,1,0,0,2,2,0,0,2,1,2,2,2,2,1,1,2,0,Régionale,Courte,0.857143,0.928571,2,2,0.3571,0.2857,0.5,0.3571,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,0,0,2,0,0,2,2,1,0,2,2,0,1,0,0,1,0,0,0,0,2,2,0,1,0,2,2,Régionale,Moyenne,0.785714,0.785714,2,2,0.2857,0.3571,0.5,0.5714,14,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,0,1,0,1,0,2,0,0,0,2,1,0,2,0,0,0,0,2,0,2,1,1,2,2,0,1,0,1,Nationale,Moyenne,0.428571,1.071429,2,2,0.1429,0.3571,0.7143,0.2857,14,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
Realisation,0,0,0,2,1,0,2,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,2,2,0,2,1,Nationale,Moyenne,0.857143,0.571429,2,2,0.2857,0.1429,0.4286,0.5714,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,1,0,0,1,2,1,1,1,2,2,1,1,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,2,Locale,Moyenne,0.785714,0.714286,2,2,0.2143,0.2143,0.4286,0.5,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,0,0,0,2,0,1,0,2,1,0,2,2,1,2,1,0,0,2,0,0,2,0,2,1,0,1,Locale,Courte,0.785714,0.928571,2,2,0.2857,0.3571,0.5,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,1,0,0,1,2,2,1,1,2,0,1,2,2,0,2,0,2,2,1,0,0,0,0,2,1,0,0,Régionale,Moyenne,0.714286,1.071429,2,2,0.2857,0.3571,0.5714,0.2857,14,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,0,1,0,2,0,1,0,2,2,0,0,2,2,0,2,0,2,2,0,2,1,0,0,0,2,2,2,0,Ponctuelle,Courte,0.928571,1.0,2,2,0.4286,0.4286,0.5,0.4286,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,0,0,0,0,0,0,2,2,0,2,0,0,1,2,0,2,0,2,2,0,2,0,2,2,0,0,Nationale,Courte,0.714286,0.857143,2,2,0.2857,0.4286,0.5714,0.5714,14,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
