phase,score_m_Radiation_eoliennes,score_r_Radiation_eoliennes,score_m_Radiation_cables,score_r_Radiation_cables,score_m_Radiation_onduleurs,score_r_Radiation_onduleurs,score_m_Qualite_vie,score_r_Qualite_vie,etendue,duree,avg_score_m,avg_score_r,max_score_m,max_score_r,pct_score2_m,pct_score2_r,pct_score0_m,pct_score0_r,n_params,value_initial,impact_apprehende,sensitivity,intensity_class,importance,importance_relative
PRE_construction,0,1,0,0,0,2,2,1,Locale,Moyenne,0.5,1.0,2,2,0.25,0.25,0.75,0.25,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,1,2,2,0,0,0,0,0,Ponctuelle,Moyenne,0.75,0.5,2,2,0.25,0.25,0.5,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,1,0,1,0,0,1,0,0,Ponctuelle,Moyenne,0.5,0.25,1,1,0.0,0.0,0.5,0.75,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,1,2,1,1,1,2,1,Locale,Longue,1.25,1.0,2,1,0.5,0.0,0.25,0.0,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,2,1,2,2,0,1,0,2,Nationale,Longue,1.0,1.5,2,2,0.5,0.5,0.5,0.0,4,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Realisation,1,0,0,0,2,2,1,2,Régionale,Moyenne,1.0,1.0,2,2,0.25,0.5,0.25,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,1,2,0,0,2,0,1,1,Nationale,Moyenne,1.0,0.75,2,2,0.25,0.25,0.25,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,2,1,0,0,0,0,1,2,Ponctuelle,Longue,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,1,2,2,2,0,0,0,Locale,Courte,1.0,0.75,2,2,0.5,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,2,1,2,1,0,0,Régionale,Courte,1.0,0.5,2,1,0.5,0.0,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,0,2,0,1,1,0,1,0,Nationale,Longue,0.5,0.75,1,2,0.0,0.25,0.5,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,2,2,2,1,1,1,2,0,Régionale,Moyenne,1.75,1.0,2,2,0.75,0.25,0.0,0.25,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Demantelement,1,0,0,2,0,2,2,2,Ponctuelle,Courte,0.75,1.5,2,2,0.25,0.75,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Demantelement,2,1,2,1,2,2,0,0,Nationale,Longue,1.5,1.0,2,2,0.75,0.25,0.25,0.25,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,2,1,0,1,0,0,2,1,Locale,Longue,1.0,0.75,2,1,0.5,0.0,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,2,2,1,2,0,0,0,1,Locale,Longue,0.75,1.25,2,2,0.25,0.5,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,0,0,2,2,1,0,2,2,Régionale,Moyenne,1.25,1.0,2,2,0.5,0.5,0.25,0.5,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,1,0,0,2,0,1,2,0,Nationale,Moyenne,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,0,2,1,1,2,0,Nationale,Moyenne,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,1,2,0,1,1,2,1,2,Locale,Moyenne,0.75,1.75,1,2,0.0,0.75,0.25,0.0,4,Moyenne,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,2,1,2,2,2,0,1,2,Ponctuelle,Longue,1.75,1.25,2,2,0.75,0.5,0.0,0.25,4,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
PRE_construction,1,1,0,0,1,1,1,0,Régionale,Courte,0.75,0.5,1,1,0.0,0.0,0.25,0.5,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,1,1,1,0,2,0,Ponctuelle,Courte,1.0,0.25,2,1,0.25,0.0,0.25,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,2,2,0,2,2,0,Nationale,Courte,1.0,1.0,2,2,0.5,0.5,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,1,0,2,2,0,1,0,2,Nationale,Longue,0.75,1.25,2,2,0.25,0.5,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Exploitation,0,2,2,0,1,1,0,0,Locale,Longue,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,1,1,0,0,1,1,1,Ponctuelle,Moyenne,0.5,0.75,1,1,0.0,0.0,0.5,0.25,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,1,1,1,2,1,2,1,Régionale,Longue,1.75,1.0,2,1,0.75,0.0,0.0,0.0,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Demantelement,0,1,2,1,2,2,0,0,Régionale,Longue,1.0,1.0,2,2,0.5,0.25,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,2,2,0,2,1,0,1,1,Locale,Longue,1.0,1.25,2,2,0.25,0.5,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,2,1,1,1,2,0,2,1,Locale,Moyenne,1.75,0.75,2,1,0.75,0.0,0.0,0.25,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,0,0,0,0,2,0,1,Ponctuelle,Longue,0.0,0.75,0,2,0.0,0.25,1.0,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,0,0,0,0,1,2,Ponctuelle,Longue,0.5,0.5,1,2,0.0,0.25,0.5,0.75,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,1,1,0,1,0,1,0,Régionale,Courte,0.75,0.25,1,1,0.0,0.0,0.25,0.75,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,0,0,1,0,2,2,1,2,Ponctuelle,Moyenne,1.0,1.0,2,2,0.25,0.5,0.25,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,1,0,1,1,1,0,Locale,Moyenne,1.25,0.25,2,1,0.25,0.0,0.0,0.75,4,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Demantelement,2,1,0,2,2,2,1,2,Nationale,Longue,1.25,1.75,2,2,0.5,0.75,0.25,0.0,4,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Exploitation,2,0,0,2,0,1,0,2,Ponctuelle,Moyenne,0.5,1.25,2,2,0.25,0.5,0.75,0.25,4,Faible,Moyenne,FAIBLE,FORTE,Mineure,Mineure
Realisation,2,1,0,2,0,0,2,2,Ponctuelle,Longue,1.0,1.25,2,2,0.5,0.5,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,0,0,0,2,0,0,0,2,Locale,Moyenne,0.0,1.0,0,2,0.0,0.5,1.0,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,2,2,1,2,0,2,1,2,Régionale,Courte,1.0,2.0,2,2,0.25,1.0,0.25,0.0,4,Moyenne,Forte,FORTE,MOYENNE,Majeure,Moyenne
Realisation,0,2,1,0,1,1,0,0,Régionale,Longue,0.5,0.75,1,2,0.0,0.25,0.5,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,1,0,1,2,0,2,1,Ponctuelle,Longue,1.0,0.75,2,1,0.5,0.0,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,0,1,0,2,2,2,Régionale,Moyenne,0.5,1.25,2,2,0.25,0.5,0.75,0.25,4,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
Realisation,0,2,0,0,1,1,2,0,Régionale,Moyenne,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,0,1,0,2,0,0,1,2,Régionale,Longue,0.25,1.25,1,2,0.0,0.5,0.75,0.25,4,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
PRE_construction,2,2,0,1,1,1,1,0,Locale,Courte,1.0,1.0,2,2,0.25,0.25,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,0,0,2,1,2,1,Ponctuelle,Longue,1.5,0.5,2,1,0.75,0.0,0.25,0.5,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,0,2,1,0,1,1,1,2,Régionale,Longue,0.75,1.25,1,2,0.0,0.5,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,0,2,0,0,2,2,2,2,Régionale,Courte,1.0,1.5,2,2,0.5,0.75,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Realisation,0,1,0,0,2,1,1,1,Régionale,Longue,0.75,0.75,2,1,0.25,0.0,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,2,0,0,0,2,0,0,2,Ponctuelle,Courte,1.0,0.5,2,2,0.5,0.25,0.5,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,1,0,0,2,0,0,Locale,Courte,0.25,0.5,1,2,0.0,0.25,0.75,0.75,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,0,0,1,2,0,1,Régionale,Courte,0.25,1.0,1,2,0.0,0.25,0.75,0.25,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,0,1,1,0,2,2,1,Locale,Courte,1.0,1.0,2,2,0.25,0.25,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,1,1,1,2,2,0,2,0,Nationale,Longue,1.5,0.75,2,2,0.5,0.25,0.0,0.5,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,1,1,1,1,0,2,2,Ponctuelle,Moyenne,1.5,1.0,2,2,0.5,0.25,0.0,0.25,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,0,2,0,2,1,0,1,1,Ponctuelle,Courte,0.5,1.25,1,2,0.0,0.5,0.5,0.25,4,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
Realisation,0,0,1,0,0,0,1,0,Régionale,Courte,0.5,0.0,1,0,0.0,0.0,0.5,1.0,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,0,2,1,0,0,0,0,Locale,Longue,1.0,0.25,2,1,0.5,0.0,0.5,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,2,1,2,0,2,2,0,Nationale,Longue,0.75,1.5,2,2,0.25,0.75,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Demantelement,1,1,0,2,2,0,2,2,Locale,Courte,1.25,1.25,2,2,0.5,0.5,0.25,0.25,4,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
PRE_construction,1,2,0,0,0,1,1,0,Locale,Courte,0.5,0.75,1,2,0.0,0.25,0.5,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,2,0,1,1,1,0,1,Nationale,Longue,0.5,1.25,1,2,0.0,0.25,0.5,0.0,4,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
PRE_construction,0,0,0,0,2,1,1,2,Locale,Longue,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,1,0,0,0,2,2,Ponctuelle,Moyenne,1.0,0.5,2,2,0.25,0.25,0.25,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,1,2,1,0,0,0,1,2,Régionale,Courte,0.75,1.0,1,2,0.0,0.5,0.25,0.5,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,0,0,0,2,0,0,1,Ponctuelle,Courte,0.5,0.25,2,1,0.25,0.0,0.75,0.75,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,1,1,1,1,0,0,1,2,Régionale,Longue,0.75,1.0,1,2,0.0,0.25,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,0,0,0,1,0,0,1,1,Nationale,Longue,0.25,0.5,1,1,0.0,0.0,0.75,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,2,2,2,2,0,1,2,Régionale,Longue,1.25,1.5,2,2,0.5,0.75,0.25,0.25,4,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,0,2,2,0,0,2,2,2,Ponctuelle,Moyenne,1.0,1.5,2,2,0.5,0.75,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,0,0,2,1,0,1,2,1,Ponctuelle,Longue,1.0,0.75,2,1,0.5,0.0,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,2,1,0,2,2,0,1,0,Régionale,Moyenne,1.25,0.75,2,2,0.5,0.25,0.25,0.5,4,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Realisation,0,0,1,2,0,0,1,2,Régionale,Longue,0.5,1.0,1,2,0.0,0.5,0.5,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,0,0,1,0,0,2,0,Nationale,Moyenne,0.5,0.25,2,1,0.25,0.0,0.75,0.75,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,2,0,0,1,0,1,Nationale,Longue,0.5,0.75,2,1,0.25,0.0,0.75,0.25,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,1,2,0,1,1,1,Régionale,Courte,1.0,1.0,2,2,0.25,0.25,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,0,1,0,1,2,2,1,1,Régionale,Courte,0.75,1.25,2,2,0.25,0.25,0.5,0.0,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Exploitation,0,0,1,2,1,1,1,0,Ponctuelle,Longue,0.75,0.75,1,2,0.0,0.25,0.25,0.5,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,1,2,1,2,1,0,2,Locale,Moyenne,1.0,1.25,2,2,0.5,0.25,0.5,0.0,4,Moyenne,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,0,2,2,1,0,1,2,0,Locale,Longue,1.0,1.0,2,2,0.5,0.25,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,2,0,0,1,0,1,2,0,Locale,Courte,1.0,0.5,2,1,0.5,0.0,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,0,1,0,0,1,1,2,Locale,Courte,0.5,0.75,1,2,0.0,0.25,0.5,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,1,1,2,2,0,1,Nationale,Courte,0.75,1.25,2,2,0.25,0.25,0.5,0.0,4,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Moyenne
Realisation,2,1,2,0,0,1,2,2,Locale,Moyenne,1.5,1.0,2,2,0.75,0.25,0.25,0.25,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,2,0,2,2,1,2,2,0,Nationale,Longue,1.75,1.0,2,2,0.75,0.5,0.0,0.5,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,0,0,0,1,1,2,1,2,Nationale,Longue,0.5,1.25,1,2,0.0,0.5,0.5,0.25,4,Faible,Moyenne,FAIBLE,FORTE,Moyenne,Moyenne
PRE_construction,0,1,0,2,0,2,1,0,Nationale,Moyenne,0.25,1.25,1,2,0.0,0.5,0.75,0.25,4,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
Realisation,2,0,0,1,0,0,1,2,Locale,Courte,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,2,1,1,1,0,Régionale,Longue,0.75,0.75,1,2,0.0,0.25,0.25,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,0,0,0,2,1,0,2,2,Nationale,Moyenne,0.75,1.0,2,2,0.25,0.5,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,2,1,2,0,0,0,0,0,Régionale,Moyenne,1.0,0.25,2,1,0.5,0.0,0.5,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,2,1,0,0,0,1,2,2,Nationale,Moyenne,1.0,1.0,2,2,0.5,0.25,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,1,1,0,0,0,1,1,2,Locale,Longue,0.5,1.0,1,2,0.0,0.25,0.5,0.25,4,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,1,0,0,0,1,0,Ponctuelle,Longue,1.0,0.5,2,2,0.25,0.25,0.25,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,1,0,2,1,0,1,0,2,Ponctuelle,Longue,0.75,1.0,2,2,0.25,0.25,0.5,0.25,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,0,2,0,2,0,2,2,2,Nationale,Courte,0.5,2.0,2,2,0.25,1.0,0.75,0.0,4,Faible,Faible,FAIBLE,MOYENNE,Mineure,Mineure
Exploitation,0,0,1,0,0,1,2,1,Régionale,Longue,0.75,0.5,2,1,0.25,0.0,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,1,1,0,0,1,2,0,2,Nationale,Courte,0.5,1.25,1,2,0.0,0.5,0.5,0.25,4,Faible,Moyenne,FAIBLE,FORTE,Moyenne,Mineure
Demantelement,0,1,2,1,1,1,0,0,Régionale,Courte,0.75,0.75,2,1,0.25,0.0,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,1,1,2,1,0,0,1,1,Régionale,Longue,1.0,0.75,2,1,0.25,0.0,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,1,0,2,1,1,2,1,2,Locale,Moyenne,1.25,1.25,2,2,0.25,0.5,0.0,0.25,4,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,2,2,0,0,1,2,0,0,Ponctuelle,Longue,0.75,1.0,2,2,0.25,0.5,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,1,0,2,2,0,2,0,2,Locale,Longue,0.75,1.5,2,2,0.25,0.75,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,0,0,0,0,0,2,1,1,Régionale,Courte,0.25,0.75,1,2,0.0,0.25,0.75,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,2,0,2,2,1,1,2,0,Locale,Courte,1.75,0.75,2,2,0.75,0.25,0.0,0.5,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,1,0,2,1,1,2,1,2,Ponctuelle,Courte,1.25,1.25,2,2,0.25,0.5,0.0,0.25,4,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Exploitation,2,0,2,1,0,2,1,1,Nationale,Longue,1.25,1.0,2,2,0.5,0.25,0.25,0.25,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,1,0,1,0,0,2,1,Nationale,Longue,1.0,0.75,2,1,0.5,0.0,0.5,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,0,0,1,1,2,2,1,1,Nationale,Longue,1.0,1.0,2,2,0.25,0.25,0.25,0.25,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,1,2,2,1,1,0,1,1,Ponctuelle,Moyenne,1.25,1.0,2,2,0.25,0.25,0.0,0.25,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,2,2,1,2,0,0,2,2,Locale,Moyenne,1.25,1.5,2,2,0.5,0.75,0.25,0.25,4,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,2,0,1,2,2,1,1,0,Ponctuelle,Longue,1.5,0.75,2,2,0.5,0.25,0.0,0.5,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,0,2,0,1,0,0,Régionale,Moyenne,0.5,1.25,2,2,0.25,0.5,0.75,0.25,4,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
PRE_construction,0,0,2,1,2,2,2,0,Locale,Moyenne,1.5,0.75,2,2,0.75,0.25,0.25,0.5,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,0,0,2,0,1,0,2,Nationale,Longue,0.0,1.25,0,2,0.0,0.5,1.0,0.25,4,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
Realisation,2,2,1,2,1,0,2,2,Ponctuelle,Courte,1.5,1.5,2,2,0.5,0.75,0.0,0.25,4,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Realisation,0,0,2,2,1,0,1,0,Régionale,Courte,1.0,0.5,2,2,0.25,0.25,0.25,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,1,1,0,1,0,0,0,0,Locale,Moyenne,0.25,0.5,1,1,0.0,0.0,0.75,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,2,0,1,0,0,0,2,2,Nationale,Courte,1.25,0.5,2,2,0.5,0.25,0.25,0.75,4,Forte,Moyenne,FORTE,FAIBLE,Majeure,Moyenne
Exploitation,0,1,0,2,2,0,0,2,Ponctuelle,Courte,0.5,1.25,2,2,0.25,0.5,0.75,0.25,4,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
PRE_construction,1,0,1,1,0,1,0,1,Nationale,Moyenne,0.5,0.75,1,1,0.0,0.0,0.5,0.25,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,2,0,1,1,0,1,Locale,Moyenne,1.25,0.5,2,1,0.5,0.0,0.25,0.5,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,2,1,1,1,1,2,2,1,Locale,Courte,1.5,1.25,2,2,0.5,0.25,0.0,0.0,4,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
Exploitation,0,0,0,2,1,0,2,2,Ponctuelle,Longue,0.75,1.0,2,2,0.25,0.5,0.5,0.5,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,0,1,0,1,0,0,1,Ponctuelle,Courte,1.0,0.25,2,1,0.25,0.0,0.25,0.75,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,2,0,1,0,0,1,2,0,Nationale,Courte,1.25,0.25,2,1,0.5,0.0,0.25,0.75,4,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
Exploitation,2,2,0,1,2,2,1,2,Régionale,Moyenne,1.25,1.75,2,2,0.5,0.75,0.25,0.0,4,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,2,2,1,2,0,2,1,1,Nationale,Longue,1.0,1.75,2,2,0.25,0.75,0.25,0.0,4,Moyenne,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,2,0,2,2,0,1,2,0,Locale,Courte,1.5,0.75,2,2,0.75,0.25,0.25,0.5,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,0,0,1,0,2,0,1,0,Locale,Moyenne,1.0,0.0,2,0,0.25,0.0,0.25,1.0,4,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,2,2,0,1,0,0,0,2,Locale,Courte,0.5,1.25,2,2,0.25,0.5,0.75,0.25,4,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
Realisation,2,2,2,0,0,2,2,1,Régionale,Courte,1.5,1.25,2,2,0.75,0.5,0.25,0.25,4,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
Exploitation,0,2,0,0,1,2,0,0,Locale,Longue,0.25,1.0,1,2,0.0,0.5,0.75,0.5,4,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,2,0,0,1,2,0,2,0,Locale,Longue,1.5,0.25,2,1,0.75,0.0,0.25,0.75,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,2,0,0,1,1,Locale,Moyenne,0.5,0.75,1,2,0.0,0.25,0.5,0.5,4,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,0,0,2,1,2,0,2,2,Régionale,Moyenne,1.5,0.75,2,2,0.75,0.25,0.25,0.5,4,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Exploitation,0,0,2,0,0,1,1,2,Régionale,Moyenne,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,1,2,2,1,0,1,2,1,Ponctuelle,Moyenne,1.25,1.25,2,2,0.5,0.25,0.25,0.0,4,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Realisation,0,1,2,2,2,1,2,0,Locale,Courte,1.5,1.0,2,2,0.75,0.25,0.25,0.25,4,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,2,1,2,1,0,1,0,2,Ponctuelle,Longue,1.0,1.25,2,2,0.5,0.25,0.5,0.0,4,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,2,0,2,0,2,2,1,0,Régionale,Courte,1.75,0.5,2,2,0.75,0.25,0.0,0.75,4,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
PRE_construction,0,0,1,2,2,0,0,1,Ponctuelle,Moyenne,0.75,0.75,2,2,0.25,0.25,0.5,0.5,4,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
